horizon,feature_spec,cost_bps,K,mode,val_pct,thr,risk,val_trades,val_mean,val_t,test_trades,test_mean,test_t,train_trades,train_mean,train_t,val_logloss,test_logloss,val_acc,test_acc,n_assets
60,core_30_60,1.0,10,long_only,97,0.04909432306885719,logvol_60:cap@q0.8,282.0,4.962340354919434,3.920542723958671,322.0,0.935124397277832,0.7491632997357817,3180.0,1.15651273727417,2.6110360867711284,1.0465551393167472,1.0605098425081754,0.4342336936353659,0.4215065560406238,10
60,core_30_60,1.0,none,long_only,97,0.04909432306885719,signflip_30:floor@q0.6,265.0,4.714641094207764,2.976048046090156,291.0,0.30728521943092346,0.2311491108335413,2992.0,1.5423328876495361,3.018165621740086,1.0465551393167472,1.0605098425081754,0.4342336936353659,0.4215065560406238,10
60,macro_60_240,1.0,10,long_short,99,0.067847341299057,none,243.0,6.904897212982178,1.7727827354501706,199.0,-2.6597485542297363,-1.2956610460054172,2190.0,4.522543430328369,5.0501999128622055,1.0484434335750707,1.0627855687640675,0.4316123581754874,0.41951353453996293,10
60,macro_60_240,1.0,none,long_only,99,0.067847341299057,none,212.0,7.6142449378967285,1.707694986368019,170.0,-3.855587959289551,-1.6224692691259552,1967.0,4.538871765136719,4.580845863851346,1.0484434335750707,1.0627855687640675,0.4316123581754874,0.41951353453996293,10
